Title,Year,Director,Studio,Genre
Hum Do Hamare Do,2021,Abhishek Jain,"Maddock Films, Disney+ Hotstar",Comedy
Meenakshi Sundareshwar,2021,Vivek Soni,"Dharmatic Entertainment , Netflix","Comedy, Drama, Romance"
Sooryavanshi,2021,Rohit Shetty,"Reliance Entertainment, Dharma Productions, Rohit Shetty Films","Action, Crime, Drama"
Squad,2021,Nilesh Sahay,"Zee Studios , Indian Media Entertainment, ZEE5",Thriller
Bunty Aur Babli 2,2021,Varun V. Sharma,Yash Raj Films,"Comedy, Crime, Romance"
Dhamaka,2021,Ram Madhvani,"RSVP Movies, Ram Madhvani Films, Lotte Entertainment, Globalgate Entertainment, Lionsgate, Netflix","Action, Crime, Drama"
Cash,2021,Rishab Seth,"Vishesh Bhatt Production, Disney+ Hotstar","Comedy, Drama"
Ye Mard Bechara,2021,Anuup Thapa,"2Idiot Films, Raw Entertainment",Comedy
Satyameva Jayate 2,2021,Milap Zaveri,"T-Series Films , Emmay Entertainment","Action, Crime, Drama"
Antim: The Final Truth,2021,Mahesh Manjrekar,"Salman Khan Films , Zee Studios","Action, Crime, Drama"
Chhorii,2021,Vishal Furia,"T-Series Films, Abundantia Entertainment, Crypt TV, Amazon Prime Video","Drama, Horror, Thriller"
Tadap,2021,Milan Luthria,"Fox Star Studios, Nadiadwala Grandson Entertainment","Action, Drama, Romance"
Bob Biswas,2021,Diya Annapurna Ghosh,"Red Chillies Entertainment, Bound Script, ZEE5","Action, Crime, Drama"
Chandigarh Kare Aashiqui,2021,Abhishek Kapoor,"T-Series Films , Guy in the Sky Pictures","Crime, Drama"
Velle,2021,Deven Munjal,"Devgn Films, Intercut Entertainment","Comedy, Crime, Drama"
Code Name Abdul,2021,Eshwar Gunturu,"Avantika Productions, Mise en Scene Films","Crime, Thriller"
420 IPC,2021,Manish Gupta,"Zee Studios , Kyoorius Digital P.L, ZEE5",Crime
83,2021,Kabir Khan,"KA Productions, Kabir Khan Films, Vibri Motion Pictures, Nadiadwala Grandson Entertainment , Reliance Entertainment , Phantom Films"," Biography, Drama, History"
Atrangi Re,2021,Aanand L. Rai,"T-Series Films, Colour Yellow Productions, Cape of Good Films, Disney+ Hotstar"," Comedy, Drama, Fantasy"
Murder at Teesri Manzil 302,2021,Navneet Baj Saini,"Quantum Films ltd., Practical Productions, ZEE5","Mystery, Thriller"
Waah Zindagi,2021,Dinesh S Yadav,"Shivazza Films & Entertainment, ZEE5","Comedy, Drama, Musical"

36 Farmhouse,2022,Ram Ramesh Sharm,"Mukta Arts, ZEE5","Comedy, Drama, Mystery"
Hai Tujhe Salaam India,2022,Avanish  Kumar,Redwood Productions,Drama
Looop Lapeta,2022,Aakash Bhatia,"Sony Pictures India, Ellipsis Entertainment, Netflix","Action, Comedy, Crime, Romance, Thriller"
Gehraiyaan,2022,Shakun Batra,"Viacom18 Studios , Dharma Productions , Jouska Films, Amazon Prime Video ,","Drama, Romance"
Badhaai Do,2022,Harshavardhan Kulkarni,Junglee Pictures,"Comedy, Drama"
A Thursday,2022,Behzad Khambata,"RSVP Movies , Blue Monkey Films, Disney+ Hotstar","Drama, Thriller"
Gangubai Kathiawadi,2022,Sanjay Leela Bhansali,"Pen Studios , Bhansali Productions","Biography, Crime, Drama"
Love Hostel,2022,Shanker Raman,"Red Chillies Entertainment, Drishyam Films, ZEE5","Action, Crime, Romance"
Jhund,2022,Nagraj Manjule,"T-Series Films, Tandav Film Entertainment, Cloud 9 Pictures, Aatpaat Films","Biography, Drama, Sport"
Toolsidas Junior,2022,Mridul,"T-Series Films, Ashutosh Gowariker Productions","Drama, Family, Sport"
Radhe Shyam,2022,Radha Krishna Kumar,"T-Series Films , UV Creations","Drama, Romance"
The Kashmir Files,2022,Vivek Agnihotri,"Zee Studios, Abhishek Agarwal Arts, I Am Buddha Production",Drama
Bachchhan Paandey,2022,Farhad Samji,Nadiadwala Grandson Entertainment,"Action, Comedy, Crime,Drama"
Jalsa,2022,Suresh Triveni,"T-Series Films, Abundantia Entertainment, Amazon Prime Video","Drama, Thriller"
Sharmaji Namkeen,2022,Hitesh Bhatia,"Excel Entertainment , MacGuffin Pictures, Amazon Prime Video","Comedy, Drama, Family"
Attack: Part 1,2022,Lakshya Raj Anand,"Pen Studios, JA Entertainment, Ajay Kapoor Productions","Action, Sci-Fi, Thriller"
Kaun Pravin Tambe?,2022,Jayprad Desai,"Fox Star Studios, Friday Filmworks, Bootroom Sport, Disney+ Hotstar","Biography, Drama, Sport"
Cobalt Blue,2022,Sachin Kundalkar,"Open Air Films, Netflix","Drama, Romance"
Dasvi,2022,Tushar Jalota,"Jio Studios , Maddock Films , Bake My Cake Films, Netflix , JioCinema","Comedy, Drama"
Hurdang,2022,Nikhil Nagesh Bhat,"T-Series Films , Karma Media and Entertainment","Drama, Romance"
Jersey,2022,Gowtam Tinnanuri,"Allu Entertainment , Dil Raju Production , Sithara Entertainments , Brat Films","Drama, Sport"
Operation Romeo,2022,Shashant Shah,"Reliance Entertainment, Friday Filmworks, Plan C Studios","Drama, Mystery"
Runway 34,2022,Ajay Devgn,"Bombay Stencil, Good Karma Films, White Falcon Films, Devgn Films"," Drama, Thriller"
Heropanti 2,2022,Ahmed Khan,Nadiadwala Grandson Entertainment,"Action, Crime, Comedy, Romance"
Mere Desh Ki Dharti,2022,Faraz Haider,Carnival Motion Pictures,"Comedy, Drama"
Thar,2022,Raj Singh Chaudhary,"Anil Kapoor Film & Communication Network, Netflix","Action, Crime, Drama"
Jayeshbhai Jordaar,2022,Divyang Thakkar,Yash Raj Films,"Comedy, Drama"
Bhool Bhulaiyaa 2,2022,Anees Bazmee,"T-Series Films , Cine1 Studios","Comedy, Horror"
Dhaakad,2022,Razy Ghai,"Soham Rockstar Entertainment, Sohel Maklai Productions, Asylum Films","Action, Thriller"
Anek,2022,Anubhav Sinha,"T-Series Films , Benaras Media Works","Action, Drama, Sport"
Love In Ukraine,2022,Nitin Kumar Gupta,"Neole Films, Kamal Entertainment","Action, Romance"
Dehati Disco,2022,Manoj Sharma,"Panorama Studios, Qureshi Productions, One Entertainment Film Productions, V2S Entertainment, AA Prachi Movies","Comedy, Musical"
Haemolymph,2022,Sudarshan Gamare,"Ticket Bari Productions, AB Films Entertainment, Adiman Films, ND9 Studios","Drama, Crime"
Samrat Prithviraj,2022,Chandraprakash Dwivedi,Yash Raj Films,"Action, Drama, History"
Major,2022,Sashi Kiran Tikka,"Sony Pictures India, G. Mahesh Babu Entertainment, A+S Movies","Biography, Action, Drama"
Janhit Mein Jaari,2022,Jai Basantu Singh,"Bhanushali Studios, Think Ink Picturez, Shree Raghav Entertainment, Take 9 Entertainment","Comedy, Drama, Romance"
Ardh,2022,Palash Muchhal,"Pal Music & Films, ZEE5","Drama, Romance"
Nikamma,2022,Sabbir Khan,"Sony Pictures India , Sabbir Khan Films","Drama, Romance"
Sherdil,2022,Srijit Mukherji,"T-Series Films , Reliance Entertainment","Comedy, Drama"
Jugjugg Jeeyo,2022,Raj Mehta,"Viacom18 Studios, Dharma Productions","Comedy, Drama, Family"
Forensic,2022,Vishal Furia,"Soham Rockstar Entertainment, Mini Films, ZEE5","Crime, Thriller"
Rashtra Kavach Om,2022,Kapil Verma,"Zee Studios, Paper Doll Entertainment","Action, Thriller"
Rocketry: The Nambi Effect,2022,R. Madhavan,"Tricolour Films, Varghese Moolans Pictures, 27th Entertainment, Vijay Moolan Talkies","Biography, Drama"
Khuda Haafiz: Chapter 2 - Agni Pariksha,2022,Faruk Kabir,"Zee Studios , Panorama Studios , Action Hero Films, Cinergy","Action, Crime, Drama"
HIT: The First Case,2022,Shailesh Kolanu,"T-Series Films , Dil Raju Production","Action, Crime, Drama"
Ladki: Dragon Girl,2022,Ram Gopal Varma,Artsee Media Production,"Action, Drama, Romance"
Jaadugar,2022,Sameer Saxena,"Posham PA Pictures, Chalkboard Entertainment, Netflix","Comedy, Drama, Fantasy"
Judaa Hoke Bhi,2022,Vikram Bhatt,"Studio Virtual Worlds, K Sera Sera Limited Box Office, Loneranger Productions, Houseful Motion Pictures","Comedy, Drama, Fantasy"
Shabaash Mithu,2022,Srijit Mukherji,"Viacom18 Studios, Colosceum Media","Biography, Drama, Sport"
RK/RKay,2022,Rajat Kapoor,"Nflicks, Mithya Talkies, Priyanshi Films","Comedy,Drama"
Shamshera,2022,Karan Malhotra,Yash Raj Films,"Action, Adventure, Drama"
Ek Villain Returns,2022,Mohit Suri,"T-Series Films , Balaji Motion Pictures","Action, Crime, Romance"
Good Luck Jerry,2022,Sidharth Sengupta,"Lyca Productions, Mahaveer Jain Films, Colour Yellow Productions, Disney+ Hotstar","Comedy, Crime, Drama"
Odd Couple,2022,Prashant Johari,Prashant Johari,Drama
Darlings,2022,Jasmeet K Reen,"Red Chillies Entertainment , Eternal Sunshine Productions, Netflix"," Comedy, Drama, Thriller"
Laal Singh Chaddha,2022,Advait Chandan,"Paramount Pictures , Viacom18 Studios , Aamir Khan Productions","Comedy, Drama, Romance"
Raksha Bandhan,2022,Aanand L. Rai,"Zee Studios, Colour Yellow Productions, Cape of Good Films","Comedy, Drama, Family"
Dobaaraa,2022,Anurag Kashyap,"Balaji Motion Pictures , Cult Movies, The Vermilion World, Athena ENM,","Drama, Fantasy, Mystery"
Liger,2022,Puri Jagannadh,"Dharma Productions , Puri Connects","Action, Drama, Romance"
Holy Cow,2022,Sai Kabir,"K Sera Sera Limited Box Office , YS Entertainment, Sukh Saga Films, Reltic Pictures",Comedy
Cuttputlli,2022,Ranjit M Tewari,"Pooja Entertainment, Disney+Hotstar","Crime, Drama, Mystery"
Brahmāstra: Part One – Shiva,2022,Ayan Mukerji,"Star Studios , Dharma Productions , Prime Focus, Magic Wand Films","Action, Adventure, Fantasy"
Jahaan Chaar Yaar,2022,Kamal Pandey,"Pen Marudhar , Soundrya Productions","Comedy, Drama"
Jogi,2022,Ali Abbas Zafar,"AAZ Films, Netflix","Drama, Thriller"
Matto Ki Saikil,2022,M. Gani,"Prakash Jha Productions, Shivdeva Films",Drama
Middle Class Love,2022,Rantnaa Sinha,"Zee Studios, Benaras Media Works","Comedy, Drama, Romance"
Saroj Ka Rishta,2022,Abhishek Saxena,"Kapoor Films, Aena Productions, Ambi Abhi Productions, Garg Films","Comedy, Drama, Romance"
Siya,2022,Manish Mundra,"Drishyam Films, Panorama Studios","Crime, Drama"
Atithi Bhooto Bhava,2022,Hardik Gajjar,"Pen Studios , ZEE5","Comedy, Drama, Romance"
Babli Bouncer,2022,Madhur Bhandarkar,"Star Studios, Junglee Pictures, Disney+ Hotstar","Comedy, Drama"
Chup: Revenge of the Artist,2022,R Balki,"Pen Studios, Hope Productions","Mystery, Drama, Thriller,Horror"
Dhokha: Round D Corner,2022,Kookie Gulati,T-Series Films,"Crime,Drama,Thriller"
Ishq Pashmina,2022,Arvind Pandey,"Krishna Shanti Production, Panorama Studios",Romance
Plan A Plan B,2022,Shashanka Ghosh,"India Stories Media & Entertainment, Funk Your Blues Entertainment, Netflix","Comedy, Romance"
Vikram Vedha,2022,Pushkar–Gayathri,"T-Series Films, Reliance Entertainment, YNOT Studios, Friday Filmworks","Action, Crime, Drama"
Maja Ma,2022,Anand Tiwari,Amazon Prime Video,"Comedy, Drama"
Goodbye,2022,Vikas Bahl,"Balaji Motion Pictures , Good Co., Saraswati Entertainment","Comedy, Drama, Family"
Nazar Andaaz,2022,Vikrant Deshmukh,"T-Series Films, Kathputli Creations","Comedy, Drama"
Doctor G,2022,Anubhuti Kashyap,Junglee Pictures,"Comedy, Drama"
Code Name: Tiranga,2022,Ribhu Dasgupta,"T-Series Films, Reliance Entertainment, Film Hangar","Action, Drama, Thriller"
Ram Setu,2022,Abhishek Sharma,"Amazon Prime Video , Cape of Good Films , Lyca Productions , Abundantia Entertainment","Action, Adventure"
Thank God,2022,Indra Kumar,"T-Series Films, Maruti International, Soham Rockstar Entertainment, Sri Adhikari Brothers","Comedy, Fantasy"
Tara Vs Bilal,2022,Samar Iqbal,"T-Series Films , JA Entertainment","Comedy, Drama, Romance"
Phone Bhoot,2022,Gurmmeet Singh,Excel Entertainment,"Comedy, Horror"
Double XL,2022,Satramm Ramani,"T-Series Films, Wakaoo Films, Elemen3 Entertainment, Reclining Seats Cinema","Comedy, Drama"
Mili,2022,Mathukutty Xavier,"Zee Studios, Bayview Projects","Drama, Thriller"
Tadka,2022,Prakash Raj,"Prakash Raj Productions, Movie Makers Inc., ZEE5","Comedy, Drama, Romance"
Rocket Gang,2022,Bosco Martis,Zee Studios,"Comedy, Drama, Fantasy"
Uunchai,2022,Sooraj Barjatya,"Rajshri Productions, Mahaveer Jain Films, Boundless Media",Drama
"Monica, O My Darling",2022,Vasan Bala,"Matchbox Shots, Netflix","Crime, Drama, Comedy"
Thai Massage,2022,Mangesh Hadawale,"T-Series Films, Reliance Entertainment, Window Seat Films",Comedy
Drishyam 2,2022,Abhishek Pathak,"T-Series Films , Viacom18 Studios , Panorama Studios","Crime, Drama, Mystery"
Mister Mummy,2022,Shaad Ali,"T-Series Films, Hectic Cinema, Boundscript","Comedy, Drama"
Bhediya,2022,Amar Kaushik,"Maddock Films , Jio Studios","Comedy, Fantasy, Horror"
Qala,2022,Anvita Dutt,"Clean Slate Filmz, Netflix","Drama, Music"
An Action Hero,2022,Anirudh Iyer,"T-Series Films , Colour Yellow Productions","Action, Comedy, Crime"
Freddy,2022,Shashanka Ghosh,"Balaji Motion Pictures, NH Studioz, Northern Lights Films, Disney+ Hotstar","Drama, Mystery, Romance"
India Lockdown,2022,Madhur Bhandarkar,"Pen Studios, Bhandarkar Entertainment, PJ Motion Pictures, ZEE5",Drama
Salaam Venky,2022,Revathi,"Sony Pictures Releasing International India , Zee Studios , Connekkt Media, Blive Productions, RTake Studios",Drama
JVadh,2022,Jaspal Singh Sandhu,"Luv Films, J Studio Films, Next Level Production","Crime, Drama, Thriller"
Maarrich,2022,Dhruv Lather,"Tusshar Entertainment House, NH Studioz","Crime, Mystery, Thriller"
Josef – Born in Grace,2022,Susant Mishra,UA Kathachitrra,Drama
Blurr,2022,Ajay Bahl,"Zee Studios, Outsiders Films, Echelon Productions, ZEE5","Drama, Horror, Thriller"
Govinda Naam Mera,2022,Shashank Khaitan,"Viacom18 Studios , Dharma Productions , Mentor Disciple Films","Comedy, Crime, Drama"
Ajay Wardhan,2022,Pragati Agarwal,"Dushyant Corporation, Prasidh Eklavaya Entertainment","Biography, Drama"
Trahimam,2022,Dushyant Pratap Singh,Dushyant Corporation,"Drama, Thriller"
Cirkus,2022,Rohit Shetty,"T-Series Films , Reliance Entertainment , Rohit Shetty Productionz","Comedy, Drama"
Dedh Lakh Ka Dulha,2022,Abhay Pratap Singh,KK Films Creations,Comedy

Kuttey,2023,Aasmaan Bhardwaj,"T-Series Films, Luv Films, VB Films","Action, Comedy, Crime"
Lakadbaggha,2023,Victor Mukherjee,First Ray Films,"Action, Comedy, Crime"
Mission Majnu,2023,Shantanu Bagchi,"RSVP Movies , Guilty By Association Media, Netflix","Action, Drama, History"
Chhatriwali,2023,Tejas Deoskar,"RSVP Movies, ZEE5","Comedy, Drama"
Pathaan,2023,Siddharth Anand,Yash Raj Films,"Action, Adventure, Thriller"
Gandhi Godse – Ek Yudh,2023,Rajkumar Santoshi,"PVR Pictures , Santoshi Productions","Drama, History"
Operation Fryday,2023,Vishram Sawant,Tutri Ventures,"Action, Crime, Drama"
Almost Pyaar with DJ Mohabbat,2023,Anurag Kashyap,"Zee Studios, Good Bad Films","Romance, Drama"
Faraaz,2023,Hansal Mehta,"T-Series Films, Benaras Media Works, Mahana Films","Drama, Thriller"
Shiv Shastri Balboa,2023,Ajayan Venugopalan,"UFI Motion Pictures, Anupam Kher Studio","Comedy, Drama"
The Tenant,2023,Sushrut Jain,Mad Coolie Productions,Drama
Lost,2023,Aniruddha Roy Chowdhury,"Zee Studios , Namah Pictures, Opus Communications, San Fernandes, ZEE5","Drama, Thriller"
Shehzada,2023,Rohit Dhawan,"T-Series Films , Allu Entertainment , Haarika & Hassine Creations , Ramara Films, Brat Films","Action, Comedy, Drama"
Selfiee,2023,Raj Mehta,"Star Studios , Dharma Productions , Prithviraj Productions, Magic Frames, Cape of Good Films","Action, Comedy, Drama"
Rabia & Olivia,2023,Shadab Khan,"Synchron Entertainment, Disney+ Hotstar","Drama, Family"
Gulmohar,2023,Rahul V. Chittella,"Star Studios, Chalkboard Entertainment, Autonomous Works, Disney+ Hotstar","Drama, Family"
InCar,2023,Harsh Warrdhan,Inbox Pictures,"Drama, Thriller"
Tu Jhoothi Main Makkaar,2023,Luv Ranjan,"T-Series Films , Luv Films","Comedy, Romance"
Mrs. Chatterjee vs Norway,2023,Ashima Chibber,"Zee Studios , Emmay Entertainment","Biography, Drama"
Zwigato,2023,Nandita Das,"Applause Entertainment, Nandita Das Initiatives",Drama
Am I Next,2023,Rahat Kazmi,"Rahat Kazmi Film Studios, Loop Pool Films, and Piku Art's",Crime
Chor Nikal Ke Bhaga,2023,Ajay Singh,"Maddock Films , Netflix","Crime, Drama, Thriller"
Bheed,2023,Anubhav Sinha,"Reliance Entertainment, Benaras Media Works","Drama, History"
Operation Mayfair,2023,Sudipto Sarkar,"T-Series Films, Vedant Films, Farm Cove","Crime, Thriller"
Kanjoos Makhichoos,2023,Vipul Mehta,"Soham Rockstar Entertainment, Thundersky Entertainment, ZEE5","Comedy, Drama, Family"
Bholaa,2023,Ajay Devgn,"T-Series Films , Reliance Entertainment , Dream Warrior Pictures , Devgn Films","Action, Crime, Drama, Thriller"
Gaslight,2023,Pawan Kripalani,"Tips Industries , 12th Street Entertainment, Disney+ Hotstar","Crime, Horror, Mystery"
Gumraah,2023,Vardhan Ketkar,"T-Series Films, Cine1 Studios","Action, Crime, Drama"
Mrs. Undercover,2023,Anushree Mehta,"B4U Motion Pictures , Jaadugar Films, Knight Sky Movies, ZEE5","Action, Comedy, Thriller"
Sir Madam Sarpanch,2023,Praveen Morchhale,Suncal Productions International,"Satire, Comedy, Drama"
Pinky Beauty Parlour,2023,Akshay Singh,"Pen Studios, Cinépolis India, Cinecorn Entertainment",Drama
Kisi Ka Bhai Kisi Ki Jaan,2023,Farhad Samji,"Zee Studios , Salman Khan Films","Action, Comedy, Drama, Romance"
Bad Boy,2023,Rajkumar Santoshi,Inbox Pictures,"Comedy, Drama, Romance"
U-Turn,2023,Arif Khan,"Balaji Telefilms, ZEE5","Crime, Drama, Horror"
Mother Teresa & Me,2023,Kamal Musale,"Curry Western Movies, Les Films du Lotus, Kavita Teresa Film",Drama
Afwaah,2023,Sudhir Mishra,Benaras Media Works,"Drama, Thriller"
The Kerala Story,2023,Sudipto Sen,Sunshine Pictures,Drama
Chatrapathi,2023,V. V. Vinayak,Pen Studios,"Action, Drama"
Music School,2023,Papa Rao Biyyala,"Yamini Films, PVR Pictures","Drama, Musical"
IB71,2023,Sankalp Reddy,"T-Series Films, Reliance Entertainment, Action Hero Films","Action, Thriller"
Kathal,2023,Yashowardhan Mishra,"Balaji Motion Pictures , Sikhya Entertainment , Netflix"," Comedy, Crime, Drama"
Aazam,2023,Shravan Tiwari,"BMX Motion Pictures, DXB Motion Film","Crime, Drama, Mystery"
8 A.M. Metro,2023,Raj R,"Studio 99, Platoon Distribution",Drama
Kacchey Limbu,2023,Shubham Yogi,"Jio Studios, Mango People Media, JioCinema","Drama, Family"
Sirf Ek Bandaa Kaafi Hai,2023,Apoorva Singh Karki,"Zee Studios , Bhanushali Studios Limited, ZEE5","Crime, Drama, Thriller"
Jogira Sara Ra Ra,2023,Kushan Nandy,Touchwood Multimedia Creations,"Comedy, Drama, Family"
Coat,2023,Akshay Ditti,"Brandex Entertainment, Perfect Times Pictures, Black Panther Movies","Drama, Family"
Zara Hatke Zara Bachke,2023,Laxman Utekar,"Jio Studios, Maddock Films","Comedy, Drama, Family"
Mumbaikar,2023,Santosh Sivan,"Jio Studios, HR Pictures, JioCinema","Action, Drama, Thriller"
Bloody Daddy,2023,Ali Abbas Zafar,"Jio Studios , AAZ Films, Offside Entertainment, JioCinema","Action, Crime, Drama"
Adipurush,2023,Om Raut,"T-Series Films , Retrophiles","Epic,Action, Drama"
I Love You,2023,Nikhil Mahajan,"Jio Studios, Athena ENM, JioCinema","Drama, Romance, Thriller"
1920: Horrors of the Heart,2023,Krishna Bhatt,"Anand Pandit Motion Pictures, Houseful Motion Pictures","Drama, Horror"
Tiku Weds Sheru,2023,Sai Kabir,"Manikarnika Films, Amazon Prime Video","Satire, Comedy, Drama, Romance"
Aseq,2023,Sarim Momin,"Jio Studios, The Production Headquarters, Stone Circle Production, JioCinema","Drama, Horror"
Satyaprem Ki Katha,2023,Sameer Vidwans,"Namah Pictures, Nadiadwala Grandson Entertainment","Comedy, Drama, Musical"
Lust Stories 2,2023,R. Balki Konkona Sen Sharma Amit Ravindernath Sharma Sujoy Ghosh,,"Drama, Romance"
Sergeant,2023,Prawaal Raman,"Jio Studios, JAR Pictures , JioCinema","Drama, Thriller"
Neeyat,2023,Prawaal Raman,"Jio Studios, JAR Pictures, JioCinema","Crime, Mystery, Thriller"
Tarla,2023,Piyush Gupta,"RSVP Movies, Earthsky Pictures, ZEE5","Biography, Comedy, Drama"
Blind,2023,Shome Makhija,"Jio Studios, Kanai, AVMA, Kross Pictures, Lead Films, RV Motion Pictures, JioCinema","Crime, Drama, Thriller"
72 Hoorain,2023,Sanjay Puran Singh Chauhan,"SaarthiE Entertainment, Aliens Pictures","Crime, Drama, Thriller"
Ishq-e-Nadaan,2023,Avishek Ghosh,"AVMA Media, Jio Studios, JioCinema","Drama, Romance"
Bawaal,2023,Nitesh Tiwari,"Earthsky Pictures , Nadiadwala Grandson Entertainment , Amazon Prime Video","Action, Drama, Romance"
Trial Period,2023,Aleya Sen,"Jio Studios, Chrome Pictures, JioCinema","Comedy, Drama"
Minus 31: The Nagpur Files,2023,Pratik Moitro,"Orangepixel Studios PVT. LTD. Production, Dragon Water Films","Crime, Music, Mystery"
Ajmer 92,2023,Pushpendra Singh,"Reliance Entertainment, U&K Entertainment, Summit Motion Pictures, Little Crew Pictures","Crime, Drama, History"
Rocky Aur Rani Kii Prem Kahaani,2023,Karan Johar,"Viacom18 Studios , Dharma Productions","Comedy, Drama, Family, Romance"
One Friday Night,2023,Manish Gupta,"Jio Studios, JioCinema","Crime, Drama, Mystery"
Panch Kriti,2023,Sannjoy Bhargv,Ubon Vision Pvt Ltd,Mystery
Lafzon Mein Pyaar,2023,Raja Randeep Giri Dhiraj Mishra,Monarch Film,"Drama, Romance"
Gadar 2,2023,Anil Sharma,"Zee Studios , Anil Sharma Productions, MM Moviez","Action, Adventure, Drama, Thriller"
OMG 2,2023,Amit Rai,"Viacom18 Studios, Cape of Good Films, Wakaoo Films","Comedy, Drama"
Ghoomer,2023,R. Balki,"Hope Productions, Saraswati Entertainment","Drama, Sport"
Non Stop Dhamaal,2023,Irshad Khan,Triyom Films,Comedy
Dream Girl 2,2023,Raaj Shaandilyaa,Balaji Motion Pictures,"Comedy, Drama, Romance"
Akelli,2023,Pranay Meshram,Dashami Studioz,"Action, Drama, Thriller"
Goldfish,2023,Pushan Kripalani,Splendid Films,Drama
Friday Night Plan,2023,Vatsal Neelakantan,"Excel Entertainment, Netflix","Comedy, Drama"
Mystery of the Tattoo,2023,Kalaiarasi Sathappan Ganesh Mahadevan,Tattoo Film Productions,Thriller
Love All,2023,Sudhanshu Sharma,"L6F Studios, Lakshmi Ganpathy Film Studios, Anand Pandit Motion Pictures, Filmart Production",Sport
Jawan,2023,Atlee,Red Chillies Entertainment,"Action, Crime, Drama"
Haddi,2023,Akshat Ajay Sharma,"Zee Studios, Anandita Studios, ZEE5","Crime, Drama"
Jaane Jaan,2023,Sujoy Ghosh,"Balaji Motion Pictures , 12th Street Entertainment, Northern Lights Films, Kross Pictures , Boundscript, Miracle Pictures, Netflix","Crime, Drama, Mystery"
The Great Indian Family,2023,Vijay Krishna Acharya,Yash Raj Films,Family
Sukhee,2023,Sonal Joshi,"T-Series Films, Abundatia Entertainment","Comedy, Drama"
The Purvanchal Files,2023,Swarup Ghosh,"Reliance Entertainment, Rudraksha Telefilms",Action
The Rise Of Sudarshan Chakra,2023,Anil Kulchainiya,"Shiromani Creations, Nandi Picture",Biography
The Vaccine War,2023,Vivek Agnihotri,"Abhishek Agarwal Arts, I Am Buddha","Drama, Thriller"
Fukrey 3,2023,Mrighdeep Singh,"Reliance Entertainment, Excel Entertainment","Comedy, Crime, Drama"
Pyaar Hai Toh Hai,2023,Pradeep R.K. Chaudhary,Shreetara Cinevision,Romance
Dvand: The Internal Conflict,2023,Ishtiyak Khan,"Jumping Tomato Studios, Vsquare Films",Drama
Tumse Na Ho Payega,2023,Abhishek Sinha,"Star Studios, RSVP Movies, Roy Kapur Films, Earthsky Pictures, Disney+Hotstar",Comedy
Dono,2023,Avnish S. Barjatya,"Jio Studios, Rajshri Productions",Drama
Khufiya,2023,Vishal Bharadwaj,"VB Pictures, Netflix","Action, Biography, Crime"
Mission Raniganj,2023,Tinu Suresh Desai,"Pooja Entertainment , Ajay Kapoor Productions","Action, Biography, Drama"
Thank You for Coming,2023,Karan Boolani,"Balaji Motion Pictures, Anil Kapoor Films & Communication Network",Comedy
Yaatris,2023,Harish Vyas,Akion Entertainment,"Comedy, Drama, Family"
Dhak Dhak,2023,Tarun Dudeja,"Viacom18 Studios ,  Outsiders Films, BLM Pictures","Road Trip, Drama"
Guthlee Ladoo,2023,Ishrat R. Khan,"UV Films, Panorama Studios",Drama
Darran Chhoo,2023,Bharat Ratan,Mark Movies,Comedy
Bhagwan Bharose,2023,Shiladitya Bora,"Platoon One Films, Rhythm Boyz Entertainment","Comedy, Drama"
Ganapath,2023,Vikas Bahl,"Pooja Entertainment , Good Co.","Action, Drama, Sci-Fi"
Yaariyan 2,2023,Radhika Rao Vinay Sapru,"T-Series Films, BLM Pictures","Comedy, Drama, Musical, Romance"
12th Fail,2023,Vidhu Vinod Chopra,"Zee Studios , Vinod Chopra Films","Biography, Drama"
Tejas,2023,Sarvesh Mewara,RSVP Movies,"Action, Drama, Thriller"
Sajini Shinde Ka Viral Video,2023,Mikhil Musale,Maddock Films,"Crime, Mystery, Thriller"
Mujib: The Making of a Nation,2023,Shyam Benegal,"National Film Development Corporation of India, Bangladesh Film Development Corporation","Biography, Drama, History"
Mandali,2023,Rakesh Chaturvedi Om,Reltic Pictures,Drama
Aankh Micholi,2023,Umesh Shukla,"Sony Pictures India, Merry Go Round Studios","Comedy, Family"
The Lady Killer,2023,Ajay Bahl,"SCIPL, Karma Media & Entertainment, Jussawala Productions, Polaroid Media, Movies N More","Crime, Drama, Mystery, Thriller"
Lakeerein,2023,Durgesh Pathak,"Image & Creation, BTC Multimedia Productions, Blackpearl Movies",Legal Drama
Hukus Bukus,2023,"Vinay Bharadwaj, Saumitra Singh",Shining Sun Studios,Sport
UT69,2023,Shahnawaz Ali,"SVS Studios, The Bigger Picture Films",Drama
Three of Us,2023,Avinash Arun Dhaware,"Allu Entertainment, Matchbox Shots",Drama
Shastry Viruddh Shastry,2023,"Shiboprosad Mukherjee, Nandita Roy","Viacom18 Studios, Windows Production",Drama
Pippa,2023,Raja Krishna Menon,"RSVP Movies , Roy Kapur Films, Amazon Prime Video","Action,Drama,History,War"
Tiger 3,2023,Maneesh Sharma,Yash Raj Films,"Action, Adventure, Thriller"
Apurva,2023,Nikhil Nagesh Bhat,"Star Studios , Cine1 Studios, Disney+ Hotstar","Drama, Thriller"
Khichdi 2: Mission Paanthukistan,2023,Aatish Kapadia,Hats Off Productions,Comedy
Sab Moh Maaya Hai,2023,Abhinav Pareek,"Bhanushali Studios, Veda Film Factory",Drama
